"150","2017-1-25","2017-4-26","1"
"151","2017-6-27","2017-9-16","1"
"152","2017-2-1","2017-9-16","1"
"153","2017-8-26","2017-9-15","1"
"154","2017-1-19","2017-3-11","1"
"155","2017-5-23","2017-11-9","1"
"156","2017-1-17","2017-7-7","1"
"157","2017-3-9","2017-11-17","1"
"158","2017-5-17","2017-5-19","1"
"159","2017-3-9","2017-5-20","1"
"160","2017-1-24","2017-2-7","1"
"161","2017-10-18","2017-12-18","1"
"162","2017-1-20","2017-3-12","1"
"163","2017-2-4","2017-12-1","1"
"164","2017-2-19","2017-11-2","1"
"165","2017-1-7","2017-3-6","1"
"166","2017-1-10","2017-4-9","1"
"167","2017-4-22","2017-7-17","1"
"168","2017-1-18","2017-12-14","1"
"169","2017-1-9","2017-9-8","1"
"170","2017-1-23","2017-2-4","1"
"171","2017-1-26","2017-7-1","1"
"172","2017-3-9","2017-9-14","1"
"173","2017-1-15","2017-8-22","1"
"174","2017-1-18","2017-7-25","1"
"175","2017-1-25","2017-4-7","1"
"176","2017-1-19","2017-2-2","1"
"177","2017-1-2","2017-9-3","1"
"178","2017-1-2","2017-10-13","1"
"179","2017-5-10","2017-5-23","1"
"180","2017-4-26","2017-8-2","1"
"181","2017-1-12","2017-4-19","1"
"182","2017-9-4","2017-11-13","1"
"183","2017-3-4","2017-3-22","1"
"184","2017-1-13","2017-3-14","1"
"185","2017-1-6","2017-1-23","1"
"186","2017-2-10","2017-9-18","1"
"187","2017-1-26","2017-3-17","1"
"188","2017-1-28","2017-6-1","1"
"189","2017-2-27","2017-11-10","1"
"190","2017-1-7","2017-3-19","1"
"191","2017-1-1","2017-1-10","1"
"192","2017-1-1","2017-4-2","1"
"193","2017-5-19","2017-8-26","1"
"194","2017-4-14","2017-9-23","1"
"195","2017-8-1","2017-8-10","1"
"196","2017-2-4","2017-11-24","1"
"197","2017-7-26","2017-8-2","1"
"198","2017-1-13","2017-2-18","1"
"199","2017-1-4","2017-3-21","1"
"200","2017-1-25","2017-6-23","1"
"201","2017-4-2","2017-7-9","1"
"202","2017-1-22","2017-8-15","1"
"203","2017-1-14","2017-7-9","1"
"204","2017-1-22","2017-6-2","1"
"205","2017-1-3","2017-10-7","1"
"206","2017-6-13","2017-12-3","1"
"207","2017-1-3","2017-1-18","1"
"208","2017-1-12","2017-2-4","1"
"209","2017-1-3","2017-6-24","1"
"210","2017-3-14","2017-4-1","1"
"211","2017-1-21","2017-11-24","1"
"212","2017-6-10","2017-10-27","1"
"213","2017-1-5","2017-4-27","1"
"214","2017-1-15","2017-6-17","1"
"215","2017-1-3","2017-6-19","1"
"216","2017-1-21","2017-3-12","1"
"217","2017-1-11","2017-9-12","1"
"218","2017-2-9","2017-10-9","1"
"219","2017-8-9","2017-10-25","1"
"220","2017-4-13","2017-9-23","1"
"221","2017-1-24","2017-6-23","1"
"222","2017-6-15","2017-9-26","1"
"223","2017-3-27","2017-5-13","1"
"224","2017-9-13","2017-9-22","1"
"225","2017-1-1","2017-1-10","1"
"226","2017-1-15","2017-2-28","1"
"227","2017-1-8","2017-3-12","1"
"228","2017-1-1","2017-1-10","1"
"229","2017-6-8","2017-10-21","1"
"230","2017-1-10","2017-2-21","1"
"231","2017-1-26","2017-3-27","1"
"232","2017-1-24","2017-6-4","1"
"233","2017-3-1","2017-9-5","1"
"234","2017-8-9","2017-8-15","1"
"235","2017-2-16","2017-8-15","1"
"236","2017-2-1","2017-2-9","1"
"237","2017-1-5","2017-1-14","1"
"238","2017-6-1","2017-6-10","1"
"239","2017-1-23","2017-3-22","1"
"240","2017-8-1","2017-8-10","1"
"241","2017-7-21","2017-9-17","1"
"242","2017-7-16","2017-10-21","1"
"243","2017-1-17","2017-5-26","1"
"244","2017-1-12","2017-9-27","1"
"245","2017-1-22","2017-4-20","1"
"246","2017-1-21","2017-2-6","1"
"247","2017-8-11","2017-9-25","1"
"248","2017-1-20","2017-7-28","1"
"249","2017-1-4","2017-3-10","1"
"250","2017-11-6","2017-12-21","1"
"251","2017-3-6","2017-12-15","1"
"252","2017-1-1","2017-1-10","1"
"253","2017-4-10","2017-12-3","1"
"254","2017-1-6","2017-6-10","1"
"255","2017-5-1","2017-5-10","1"
"256","2017-2-3","2017-2-8","1"
"257","2017-1-7","2017-1-24","1"
"258","2017-3-5","2017-5-22","1"
"259","2017-1-26","2017-3-15","1"
"260","2017-1-8","2017-7-17","1"
"261","2017-1-24","2017-6-27","1"
"262","2017-7-21","2017-12-23","1"
"263","2017-1-16","2017-6-11","1"
"264","2017-1-6","2017-6-10","1"
"265","2017-1-7","2017-1-27","1"
"266","2017-1-1","2017-1-10","1"
"267","2017-2-17","2017-10-25","1"
"268","2017-11-28","2017-12-6","1"
"269","2017-2-17","2017-8-10","1"
"270","2017-1-2","2017-1-5","1"
"271","2017-1-21","2017-4-14","1"
"272","2017-5-27","2017-7-3","1"
"273","2017-1-16","2017-2-8","1"
"274","2017-1-21","2017-2-21","1"
"275","2017-4-19","2017-7-1","1"
"276","2017-1-21","2017-5-19","1"
"277","2017-1-9","2017-3-5","1"
"278","2017-2-27","2017-9-17","1"
"279","2017-1-12","2017-3-14","1"
"280","2017-8-23","2017-9-3","1"
"281","2017-1-1","2017-1-24","1"
"282","2017-1-1","2017-1-10","1"
"283","2017-1-3","2017-8-5","1"
"284","2017-9-1","2017-9-10","1"
"285","2017-11-1","2017-11-10","1"
"286","2017-1-4","2017-6-1","1"
"287","2017-1-3","2017-5-1","1"
"288","2017-3-27","2017-11-4","1"
"289","2017-1-9","2017-6-26","1"
"290","2017-8-15","2017-11-10","1"
"291","2017-7-4","2017-9-24","1"
"292","2017-1-1","2017-1-10","1"
"293","2017-1-15","2017-8-7","1"
"294","2017-10-9","2017-12-13","1"
"295","2017-1-24","2017-9-20","1"
"296","2017-1-21","2017-12-25","1"
"297","2017-7-15","2017-8-4","1"
"298","2017-4-24","2017-5-21","1"
"299","2017-2-17","2017-12-9","1"
"300","2017-2-26","2017-9-13","1"
"301","2017-1-2","2017-4-21","1"
"302","2017-3-16","2017-5-1","1"
"303","2017-4-26","2017-11-15","1"
"304","2017-4-13","2017-9-12","1"
"305","2017-1-9","2017-6-17","1"
"306","2017-1-19","2017-2-28","1"
"307","2017-1-11","2017-4-27","1"
"308","2017-1-3","2017-3-25","1"
"309","2017-1-4","2017-2-28","1"
"310","2017-1-13","2017-9-12","1"
"311","2017-1-1","2017-1-10","1"
"312","2017-1-5","2017-3-21","1"
"313","2017-5-1","2017-5-10","1"
"314","2017-1-3","2017-1-15","1"
"315","2017-3-5","2017-3-5","1"
"316","2017-1-12","2017-5-15","1"
"317","2017-1-19","2017-2-4","1"
"318","2017-1-20","2017-9-13","1"
"319","2017-1-18","2017-2-13","1"
"320","2017-1-22","2017-4-17","1"
"321","2017-8-15","2017-11-24","1"
"322","2017-1-6","2017-12-3","1"
"323","2017-1-1","2017-1-10","1"
"324","2017-1-15","2017-6-20","1"
"325","2017-1-17","2017-7-3","1"
"326","2017-1-23","2017-3-13","1"
"327","2017-1-16","2017-2-11","1"
"328","2017-1-1","2017-1-10","1"
"329","2017-1-16","2017-3-2","1"
"330","2017-1-1","2017-1-10","1"
"331","2017-1-28","2017-11-14","1"
"332","2017-1-18","2017-8-10","1"
"333","2017-1-1","2017-8-26","1"
"334","2017-1-22","2017-2-15","1"
"335","2017-3-26","2017-4-5","1"
"336","2017-1-16","2017-4-1","1"
"337","2017-3-7","2017-7-23","1"
"338","2017-1-21","2017-2-18","1"
"339","2017-1-1","2017-1-10","1"
"340","2017-1-27","2017-6-8","1"
"341","2017-8-1","2017-8-10","1"
"342","2017-1-26","2017-9-5","1"
"343","2017-1-1","2017-1-10","1"
"344","2017-4-7","2017-10-2","1"
"345","2017-1-8","2017-1-9","1"
"346","2017-1-16","2017-5-27","1"
"347","2017-1-28","2017-9-21","1"
"348","2017-2-1","2017-2-10","1"
"349","2017-8-23","2017-11-24","1"
"350","2017-3-8","2017-7-16","1"
"351","2017-1-21","2017-11-11","1"
"352","2017-1-24","2017-5-20","1"
"353","2017-1-16","2017-11-21","1"
"354","2017-1-1","2017-4-2","1"
"355","2017-1-7","2017-7-15","1"
"356","2017-1-21","2017-6-2","1"
"357","2017-1-1","2017-7-21","1"
"358","2017-1-11","2017-7-12","1"
"359","2017-4-24","2017-11-20","1"
"360","2017-5-20","2017-6-10","1"
"361","2017-5-16","2017-8-8","1"
"362","2017-2-12","2017-12-9","1"
"363","2017-1-26","2017-3-20","1"
"364","2017-1-6","2017-10-6","1"
"365","2017-1-1","2017-9-28","1"
"366","2017-1-22","2017-5-19","1"
"367","2017-1-12","2017-4-11","1"
"368","2017-7-19","2017-9-13","1"
"369","2017-1-6","2017-2-2","1"
"370","2017-1-12","2017-3-1","1"
"371","2017-5-22","2017-10-28","1"
"372","2017-1-25","2017-2-8","1"
"373","2017-3-11","2017-10-28","1"
"374","2017-1-7","2017-1-14","1"
"375","2017-5-17","2017-10-10","1"
"376","2017-3-5","2017-3-9","1"
"377","2017-1-14","2017-11-28","1"
"378","2017-1-26","2017-5-22","1"
"379","2017-1-16","2017-6-20","1"
"380","2017-1-2","2017-3-25","1"
"381","2017-1-15","2017-2-24","1"
"382","2017-1-1","2017-1-10","1"
"383","2017-2-25","2017-12-5","1"
"384","2017-1-24","2017-2-25","1"
"385","2017-5-28","2017-8-2","1"
"386","2017-8-16","2017-10-3","1"
"387","2017-2-25","2017-10-23","1"
"388","2017-9-14","2017-10-11","1"
"389","2017-4-1","2017-9-3","1"
"390","2017-1-17","2017-2-27","1"
"391","2017-7-27","2017-11-14","1"
"392","2017-5-3","2017-9-3","1"
"393","2017-1-3","2017-1-27","1"
"394","2017-1-19","2017-12-28","1"
"395","2017-1-23","2017-8-11","1"
"396","2017-1-4","2017-10-16","1"
"397","2017-1-27","2017-6-1","1"
"398","2017-1-10","2017-4-13","1"
"399","2017-5-4","2017-6-18","1"
"400","2017-1-27","2017-9-26","1"
"401","2017-1-18","2017-3-7","1"
"402","2017-1-22","2017-5-6","1"
"403","2017-7-16","2017-11-23","1"
"404","2017-4-6","2017-4-13","1"
"405","2017-9-12","2017-11-17","1"
"406","2017-1-5","2017-5-13","1"
"407","2017-4-1","2017-4-10","1"
"408","2017-3-21","2017-8-12","1"
"409","2017-2-11","2017-9-7","1"
"410","2017-1-13","2017-9-27","1"
"411","2017-6-24","2017-10-27","1"
"412","2017-1-9","2017-5-25","1"
"413","2017-3-10","2017-5-16","1"
"414","2017-1-23","2017-6-3","1"
"415","2017-1-24","2017-6-4","1"
"416","2017-1-14","2017-6-4","1"
"417","2017-1-15","2017-5-1","1"
"418","2017-2-7","2017-10-9","1"
"419","2017-5-10","2017-7-20","1"
"420","2017-1-4","2017-5-12","1"
"421","2017-5-10","2017-9-3","1"
"422","2017-1-12","2017-7-8","1"
"423","2017-10-1","2017-11-22","1"
"424","2017-1-28","2017-7-9","1"
"425","2017-1-7","2017-5-26","1"
"426","2017-2-21","2017-10-15","1"
"427","2017-4-3","2017-5-15","1"
"428","2017-1-26","2017-8-1","1"
"429","2017-1-23","2017-8-23","1"
"430","2017-3-3","2017-5-1","1"
"431","2017-1-10","2017-2-18","1"
"432","2017-1-20","2017-6-18","1"
"433","2017-5-15","2017-10-21","1"
"434","2017-4-14","2017-8-8","1"
"435","2017-2-27","2017-12-22","1"
"436","2017-10-24","2017-12-4","1"
"437","2017-4-2","2017-12-15","1"
"438","2017-1-1","2017-10-8","1"
"439","2017-1-25","2017-8-1","1"
"440","2017-4-22","2017-6-13","1"
"441","2017-1-1","2017-1-10","1"
"442","2017-1-18","2017-4-19","1"
"443","2017-1-18","2017-4-4","1"
"444","2017-4-21","2017-7-25","1"
"445","2017-9-5","2017-9-12","1"
"446","2017-5-7","2017-9-23","1"
"447","2017-4-5","2017-12-15","1"
"448","2017-10-24","2017-11-5","1"
"449","2017-1-17","2017-1-21","1"
"450","2017-4-15","2017-6-28","1"
"451","2017-1-3","2017-6-4","1"
"452","2017-1-26","2017-8-16","1"
"453","2017-1-7","2017-6-22","1"
"454","2017-5-22","2017-10-17","1"
"455","2017-9-7","2017-10-23","1"
"456","2017-1-15","2017-12-28","1"
"457","2017-7-13","2017-7-14","1"
"458","2017-3-15","2017-9-11","1"
"459","2017-4-6","2017-12-25","1"
"460","2017-1-7","2017-1-15","1"
"461","2017-1-13","2017-6-8","1"
"462","2017-1-24","2017-3-7","1"
"463","2017-1-23","2017-4-26","1"
"464","2017-1-4","2017-9-26","1"
"465","2017-1-1","2017-8-28","1"
"466","2017-1-4","2017-3-12","1"
"467","2017-6-5","2017-12-17","1"
"468","2017-12-8","2017-12-8","1"
"469","2017-11-16","2017-12-11","1"
"470","2017-9-14","2017-10-5","1"
"471","2017-1-23","2017-1-28","1"
"472","2017-1-6","2017-5-5","1"
"473","2017-8-23","2017-9-11","1"
"474","2017-4-19","2017-7-10","1"
"475","2017-1-17","2017-9-4","1"
"476","2017-3-2","2017-5-1","1"
"477","2017-11-20","2017-12-11","1"
"478","2017-1-17","2017-4-15","1"
"479","2017-5-21","2017-10-4","1"
"480","2017-1-11","2017-3-11","1"
"481","2017-8-19","2017-10-23","1"
"482","2017-3-23","2017-12-13","1"
"483","2017-3-1","2017-11-17","1"
"484","2017-3-24","2017-9-23","1"
"485","2017-5-26","2017-8-4","1"
"486","2017-7-21","2017-11-13","1"
"487","2017-1-4","2017-8-14","1"
"488","2017-9-3","2017-12-12","1"
"489","2017-1-1","2017-1-10","1"
"490","2017-1-4","2017-3-15","1"
"491","2017-1-15","2017-3-3","1"
"492","2017-10-7","2017-12-16","1"
"493","2017-1-8","2017-5-6","1"
"494","2017-1-11","2017-2-11","1"
"495","2017-6-3","2017-9-19","1"
"496","2017-10-14","2017-10-26","1"
"497","2017-4-13","2017-7-13","1"
"498","2017-1-17","2017-3-25","1"
"499","2017-6-25","2017-8-8","1"
"500","2017-1-7","2017-2-21","1"
"501","2017-1-19","2017-4-3","1"
"502","2017-1-7","2017-3-6","1"
"503","2017-1-6","2017-3-2","1"
"504","2017-7-9","2017-8-15","1"
"505","2017-1-5","2017-3-4","1"
"506","2017-9-1","2017-9-10","1"
"507","2017-1-1","2017-1-10","1"
"508","2017-1-11","2017-4-14","1"
"509","2017-1-11","2017-2-19","1"
"510","2017-2-2","2017-11-10","1"
"511","2017-3-26","2017-12-4","1"
"512","2017-11-22","2017-12-27","1"
"513","2017-11-11","2017-11-22","1"
"514","2017-2-7","2017-5-24","1"
"515","2017-1-1","2017-1-10","1"
"516","2017-3-1","2017-3-10","1"
"517","2017-1-1","2017-1-10","1"
"518","2017-1-26","2017-6-3","1"
"519","2017-7-25","2017-9-3","1"
"520","2017-8-13","2017-10-12","1"
"521","2017-1-21","2017-2-18","1"
"522","2017-1-8","2017-5-16","1"
"523","2017-1-4","2017-11-3","1"
"524","2017-1-13","2017-2-7","1"
"525","2017-1-20","2017-8-10","1"
"526","2017-1-10","2017-2-10","1"
"527","2017-10-12","2017-12-1","1"
"528","2017-1-4","2017-5-25","1"
"529","2017-6-18","2017-8-12","1"
"530","2017-3-20","2017-12-12","1"
"531","2017-2-22","2017-12-8","1"
"532","2017-10-19","2017-10-28","1"
"533","2017-1-27","2017-3-28","1"
"534","2017-1-11","2017-4-13","1"
"535","2017-6-15","2017-11-8","1"
"536","2017-1-1","2017-1-10","1"
"537","2017-1-4","2017-6-13","1"
"538","2017-11-1","2017-11-10","1"
"539","2017-7-21","2017-8-23","1"
"540","2017-7-18","2017-12-23","1"
"541","2017-1-9","2017-10-11","1"
"542","2017-2-18","2017-12-2","1"
"543","2017-6-12","2017-11-26","1"
"544","2017-1-6","2017-4-9","1"
"545","2017-1-7","2017-8-27","1"
"546","2017-6-20","2017-8-8","1"
"547","2017-1-19","2017-2-15","1"
"548","2017-1-8","2017-4-15","1"
"549","2017-1-16","2017-2-1","1"
"550","2017-2-24","2017-12-1","1"
"551","2017-1-25","2017-2-14","1"
"552","2017-1-12","2017-4-6","1"
"553","2017-5-6","2017-5-26","1"
"554","2017-1-28","2017-2-5","1"
"555","2017-1-19","2017-7-4","1"
"556","2017-1-19","2017-2-13","1"
"557","2017-9-7","2017-12-4","1"
"558","2017-6-26","2017-7-10","1"
"559","2017-1-21","2017-6-11","1"
"560","2017-1-26","2017-5-1","1"
"561","2017-1-3","2017-4-19","1"
"562","2017-3-1","2017-5-28","1"
"563","2017-1-14","2017-4-19","1"
"564","2017-1-18","2017-3-24","1"
"565","2017-7-11","2017-10-2","1"
"566","2017-1-19","2017-5-12","1"
"567","2017-4-5","2017-7-6","1"
"568","2017-1-27","2017-3-13","1"
"569","2017-6-6","2017-10-14","1"
"570","2017-1-8","2017-1-21","1"
"571","2017-1-10","2017-10-21","1"
"572","2017-7-6","2017-7-20","1"
"573","2017-1-6","2017-1-14","1"
"574","2017-1-25","2017-4-6","1"
"575","2017-2-18","2017-10-11","1"
"576","2017-11-22","2017-12-21","1"
"577","2017-1-1","2017-1-10","1"
"578","2017-10-1","2017-10-10","1"
"579","2017-11-28","2017-12-23","1"
"580","2017-10-14","2017-12-4","1"
"581","2017-4-19","2017-9-8","1"
"582","2017-1-1","2017-11-17","1"
"583","2017-9-12","2017-10-22","1"
"584","2017-1-17","2017-1-24","1"
"585","2017-7-5","2017-8-4","1"
"586","2017-5-6","2017-12-27","1"
"587","2017-5-9","2017-9-2","1"
"588","2017-4-1","2017-4-10","1"
"589","2017-3-27","2017-5-24","1"
"590","2017-2-23","2017-10-12","1"
"591","2017-5-1","2017-5-10","1"
"592","2017-1-2","2017-4-16","1"
"593","2017-6-26","2017-9-13","1"
"594","2017-10-16","2017-11-15","1"
"595","2017-5-27","2017-11-3","1"
"596","2017-1-10","2017-5-13","1"
"597","2017-1-12","2017-1-12","1"
"598","2017-1-19","2017-2-21","1"
"599","2017-1-17","2017-1-20","1"
"600","2017-1-9","2017-5-4","1"
"601","2017-1-25","2017-2-4","1"
"602","2017-3-11","2017-10-21","1"
"603","2017-7-8","2017-10-14","1"
"604","2017-1-19","2017-3-25","1"
"605","2017-1-4","2017-6-5","1"
"606","2017-1-23","2017-8-2","1"
"607","2017-1-16","2017-1-27","1"
"608","2017-12-1","2017-12-10","1"
"609","2017-3-8","2017-6-8","1"
"610","2017-7-14","2017-11-17","1"
"611","2017-6-28","2017-12-14","1"
"612","2017-7-8","2017-11-25","1"
"613","2017-3-1","2017-6-26","1"
"614","2017-1-1","2017-1-10","1"
"615","2017-1-15","2017-9-12","1"
"616","2017-4-1","2017-4-10","1"
"617","2017-1-10","2017-2-13","1"
"618","2017-7-20","2017-12-17","1"
"619","2017-1-18","2017-11-17","1"
"620","2017-1-8","2017-9-11","1"
"621","2017-4-17","2017-6-22","1"
"622","2017-1-28","2017-10-16","1"
"623","2017-3-28","2017-7-18","1"
"624","2017-3-5","2017-9-27","1"
"625","2017-1-15","2017-4-27","1"
"626","2017-1-2","2017-2-21","1"
"627","2017-3-11","2017-7-11","1"
"628","2017-1-21","2017-9-12","1"
"629","2017-1-17","2017-3-4","1"
"630","2017-1-10","2017-4-23","1"
"631","2017-5-14","2017-9-1","1"
"632","2017-5-27","2017-9-1","1"
"633","2017-6-24","2017-12-22","1"
"634","2017-9-7","2017-11-4","1"
"635","2017-4-11","2017-5-18","1"
"636","2017-11-25","2017-12-19","1"
"637","2017-7-21","2017-10-25","1"
"638","2017-1-3","2017-3-22","1"
"639","2017-1-1","2017-1-10","1"
"640","2017-5-16","2017-8-6","1"
"641","2017-5-17","2017-7-20","1"
"642","2017-1-3","2017-2-17","1"
"643","2017-1-5","2017-5-22","1"
"644","2017-1-6","2017-2-28","1"
"645","2017-1-21","2017-9-18","1"
"646","2017-1-11","2017-9-8","1"
"647","2017-1-13","2017-7-27","1"
"648","2017-1-19","2017-2-14","1"
"649","2017-2-1","2017-7-12","1"
"650","2017-1-1","2017-1-10","1"
"651","2017-2-1","2017-2-10","1"
"652","2017-1-27","2017-8-15","1"
"653","2017-1-12","2017-3-18","1"
"654","2017-1-26","2017-2-27","1"
"655","2017-4-16","2017-7-22","1"
"656","2017-4-5","2017-11-14","1"
"657","2017-4-20","2017-6-23","1"
"658","2017-3-10","2017-9-7","1"
"659","2017-6-8","2017-10-23","1"
"660","2017-1-21","2017-2-15","1"
"661","2017-7-3","2017-8-25","1"
"662","2017-1-10","2017-1-14","1"
"663","2017-1-1","2017-1-10","1"
"664","2017-1-1","2017-1-10","1"
"665","2017-1-19","2017-3-13","1"
"666","2017-1-17","2017-4-6","1"
"667","2017-1-19","2017-7-26","1"
"668","2017-1-4","2017-9-13","1"
"669","2017-6-22","2017-12-28","1"
"670","2017-1-19","2017-9-25","1"
"671","2017-1-10","2017-8-11","1"
"672","2017-1-11","2017-4-23","1"
"673","2017-1-22","2017-4-7","1"
"674","2017-1-17","2017-8-20","1"
"675","2017-1-6","2017-5-25","1"
"676","2017-1-28","2017-5-11","1"
"677","2017-1-24","2017-4-18","1"
"678","2017-4-21","2017-11-22","1"
"679","2017-1-7","2017-9-8","1"
"680","2017-1-5","2017-4-11","1"
"681","2017-1-15","2017-3-5","1"
"682","2017-5-14","2017-12-20","1"
"683","2017-9-1","2017-9-10","1"
"684","2017-1-9","2017-6-21","1"
"685","2017-3-13","2017-9-3","1"
"686","2017-3-21","2017-4-3","1"
"687","2017-1-25","2017-2-15","1"
"688","2017-3-22","2017-7-24","1"
"689","2017-2-14","2017-5-8","1"
"690","2017-9-1","2017-9-10","1"
"691","2017-1-23","2017-8-3","1"
"692","2017-1-4","2017-9-17","1"
"693","2017-6-22","2017-10-2","1"
"694","2017-5-21","2017-7-25","1"
"695","2017-1-12","2017-3-26","1"
"696","2017-4-16","2017-6-21","1"
"697","2017-1-6","2017-11-16","1"
"698","2017-2-20","2017-9-10","1"
"699","2017-9-8","2017-11-24","1"
"700","2017-1-16","2017-2-3","1"
"701","2017-1-1","2017-1-10","1"
"702","2017-5-21","2017-10-5","1"
"703","2017-8-14","2017-12-2","1"
"704","2017-10-12","2017-12-2","1"
